start_seconds,end_seconds,label,avg_energy,avg_line_length,zero_crossing_rate,delta_power,theta_power,alpha_power,beta_power,gamma_power,hfo_power,hfo_to_beta,hfo_to_total,pac_proxy,wavelet_detail_energy,wavelet_entropy,sample_entropy,katz_fractal_dimension,higuchi_fractal_dimension,mean_abs_connectivity,max_abs_connectivity,connectivity_spread,spatial_concentration,channel_energy_iqr
10.0,11.998046875,interictal,0.47366216324793203,0.3208777926998025,0.1496415770609319,0.0018061345377419203,0.013715046597932691,0.014089250149030884,0.00018090135455495478,7.174144970541344e-05,9.125968185075598e-05,0.5044692871757674,0.0030466268922008195,0.04698361479755475,2.994755198804358,0.5928214879356973,2.5150857892465774,3.3898199531262367,1.5215936924891278,0.25535685317773993,0.46790307479157134,0.46402829325999456,0.0880809322368389,0.012730669587310561
11.0,12.998046875,interictal,0.4726980105466138,0.3187072592306384,0.14711632453567938,0.0015879759923162577,0.014048337373543269,0.014237279689988969,0.00018167961404229067,5.476852254094027e-05,8.969522108013925e-05,0.4936972585267709,0.00297006625759627,0.05703559487729834,3.008150714232091,0.5951613289440012,2.105591928745702,3.360607134919055,1.5279074641163124,0.25673010789303796,0.5000737074805717,0.49663979480601483,0.0865155554943038,0.0118935888882849
12.0,13.998046875,interictal,0.4737845672287812,0.31934003860215116,0.15029325513196481,0.0017469764228362917,0.014166257861397727,0.01446353495352991,0.00015958294449896124,7.373502136939708e-05,8.427976997258715e-05,0.5281218623665224,0.002745773102253227,0.055518332742372355,3.018279979538446,0.5946133141888478,2.0604898878238287,3.268050311372816,1.527486450155535,0.28202149170804114,0.6781475076144572,0.6580890045815947,0.08566565184830764,0.018627880527482987
13.0,14.998046875,interictal,0.47246277914971696,0.3176703049681778,0.14996741609644834,0.0016244171687182292,0.013939884343306378,0.014258736815452236,0.0001771056070906464,6.352657155634654e-05,7.164421671467148e-05,0.4045259400063074,0.0023774171597736016,0.061386855090537894,3.0628930626655086,0.5895695967046231,2.226000765965775,3.563716887287232,1.5277934469929122,0.2616555548001082,0.5327672616882514,0.529513255703412,0.08671273085248292,0.014691224824859628
14.0,15.998046875,interictal,0.47237394278768524,0.31476508048633467,0.14882697947214077,0.0016419121627877873,0.014071384041163657,0.014417808450558671,0.000146314815887996,5.488759122031569e-05,8.419665598933564e-05,0.5754446672654154,0.002768123976473706,0.057883811799837814,3.08748881298113,0.5789986911654486,2.322774800107637,3.3842176599536398,1.5305626266430148,0.2506774883708624,0.47733233350167187,0.47165583720716636,0.08934886109956776,0.015733792395878576
15.0,16.998046875,interictal,0.47133929143553543,0.3153525096552752,0.14581296839361355,0.0018124882220237942,0.01410617766060987,0.014337663016290322,0.0001283039096676138,7.064608372865267e-05,7.961434583382172e-05,0.6205089582313751,0.002607323451421741,0.042393110132734314,3.0510201411870352,0.5826465419137002,2.2659216444502785,3.5249768231245118,1.5284268342089629,0.269972500170335,0.49504793299540617,0.48869576202032255,0.08904263379040228,0.022072920296755782
16.0,17.998046875,interictal,0.47542898157626085,0.3146021642371921,0.14173998044965788,0.0014432396966202448,0.014095137475302583,0.014436382917530926,0.00015657753440828819,7.427678065787483e-05,6.937716392733657e-05,0.44308221551257687,0.0022915666707592126,0.05238955962933526,3.1174704856065856,0.5885431306263552,2.2460848092187717,3.3369435869613553,1.5251944387815417,0.2443355159150724,0.5512863062799377,0.5505167138122863,0.08947644252114327,0.01696114153540146
17.0,18.998046875,interictal,0.47638701253071275,0.3132333865327415,0.14467253176930597,0.0019878962463814793,0.014304102243724309,0.014741225292282717,0.00014976925865289384,6.928404951994582e-05,8.866496189870045e-05,0.5920064684149978,0.0028290457549502764,0.04974158885420369,3.1440485993145812,0.582079738206641,2.169577379347412,3.2950522357294783,1.5193812058740361,0.2766766670012797,0.7201429220741483,0.7138691278914333,0.08727674900148698,0.011345652833587738
18.0,19.998046875,interictal,0.4721646727727397,0.3148172725748855,0.15175953079178886,0.0016537064822752091,0.013641431292189012,0.01405294253277727,0.000136148379262572,7.05801940778447e-05,8.08229216307173e-05,0.5936341544007013,0.00272722105075762,0.0415777395494804,2.6004691477237527,0.6414879587530508,2.3255094850913403,3.2358149255469786,1.5164493409975848,0.4776830813963643,0.8172926696057099,0.808601350862048,0.08641645020156538,0.022528092199983585
19.0,20.998046875,interictal,0.4791105172517109,0.3195779509098041,0.15330726621049204,0.0017778279481620847,0.014271391173589526,0.014705295907018431,0.00016864548269397036,6.847531056937839e-05,7.772457630213647e-05,0.4608727977041609,0.002501647050470126,0.043645782468179066,2.583410819220869,0.6487391856456376,2.1943896529800395,3.364466753972152,1.5267167263518475,0.42736655811837077,0.8251011027359104,0.8203291448929935,0.08581050300719409,0.020541891191933503
20.0,21.998046875,interictal,0.47967709561097593,0.3212540785010678,0.15029325513196481,0.0019854443128467787,0.014202575603711584,0.014499543350743188,0.00018011073277740533,9.149533800896688e-05,6.477111922931345e-05,0.3596163238813661,0.0020877785409189743,0.0467895274916147,3.0723112801794277,0.5822029270517763,2.102635677883773,3.1634639566485183,1.5289976647965882,0.28735713472962693,0.7211095011657456,0.7129822443095195,0.08785468174032739,0.027694203031731757
21.0,22.998046875,interictal,0.47477269449075515,0.3180413944857951,0.14654610622352557,0.0016046647808050818,0.014062872717444044,0.014427682924893014,0.0001668513986961428,8.199211136241373e-05,7.315745207177604e-05,0.4384561003824949,0.0024051325642145977,0.05212699158724205,3.074356937146892,0.5750797663274178,2.288630032407512,3.519028770445382,1.5273291992017166,0.2747330737839293,0.5398290166295484,0.5328515597805159,0.0868715267656948,0.013908581142608067
22.0,23.998046875,interictal,0.47789039634707314,0.31390168070151275,0.14450961225154774,0.0019026663254342131,0.014060333083026096,0.014369291640691888,0.00014157012855539809,6.722659571952972e-05,7.89493820005065e-05,0.5576658377037157,0.0025783567479491245,0.06562158798127568,2.9948589806858337,0.5852597411799955,2.3600649741803554,3.335905488790815,1.530363392009453,0.2602421625239809,0.4680722847582587,0.46418245547453574,0.08824391303150698,0.01336061338768696
23.0,24.998046875,interictal,0.47677486628627985,0.31359322990323896,0.14459107201042684,0.0017462930095022138,0.014057980550693986,0.014368489973326612,0.00013828491356711266,6.886960290493589e-05,6.285075041435877e-05,0.454498573232162,0.0020645542710609043,0.06753072879352771,2.943712304637142,0.5894387214131699,2.3209740378812906,3.3103226917702138,1.5207485838490895,0.24171531808402869,0.5301026149992378,0.5231764213014327,0.08710200752159822,0.02763521322351381
24.0,25.998046875,interictal,0.478694446013995,0.31569721472535023,0.15045617464972302,0.0017444783627755267,0.013992955584037037,0.01427192945439109,0.00017191288213865713,7.572922873535166e-05,8.590499104660392e-05,0.4996978136839308,0.0028311387006404675,0.04851136874650638,3.0200427103244167,0.5890760011701318,2.095767270865746,3.2469573514629553,1.529913691351922,0.2649906585706896,0.4728705788063007,0.45666388032274496,0.0877683242864079,0.016754255672739138
25.0,26.998046875,interictal,0.4758385654646003,0.31674047102177555,0.1496415770609319,0.0018039293617271503,0.014027846957058847,0.014422872068129382,0.00016323327198057355,7.504230541417751e-05,8.803604206113586e-05,0.5393232744139234,0.0028787859885369316,0.053959790221111775,2.9736185806474134,0.5940483126754791,1.9955140795588713,3.5846466334590965,1.5456963929027203,0.2829850016821828,0.6933362379723618,0.6802749900271208,0.08665975446697943,0.010485694124982237
26.0,27.998046875,interictal,0.4706259346893744,0.31924802361906207,0.1442652329749104,0.0016110625567671742,0.013885230273159785,0.014206146204328937,0.00019041885445321235,9.186830523743622e-05,5.985291369907655e-05,0.31432076172384055,0.0019921368008683016,0.055736586820342306,2.946022370587699,0.5933247996374539,2.3399622168607306,3.5232455989307034,1.5407473539384045,0.2542191566698744,0.466682854976807,0.4644869230917332,0.08671341192045416,0.013475863339964311
27.0,28.998046875,interictal,0.4744144079049917,0.32293482213770974,0.14890843923101987,0.0017514516836824858,0.013840755372138974,0.01421428579038371,0.00018531770624751062,8.614506677258824e-05,6.659781899981701e-05,0.3593691125323816,0.002209281916450124,0.04047728242273141,3.092611166723523,0.5783227049324818,1.8729543209497492,3.3807670692437015,1.5380867200827446,0.25929252535089603,0.520141137806418,0.5196661795830627,0.08598729784072574,0.014328084838378607
28.0,29.998046875,interictal,0.4727568688233377,0.3216190889034321,0.15347018572825025,0.0016551196506429363,0.013798586811990218,0.014147793083459642,0.00016563148517572185,8.213560710030751e-05,7.35207933733118e-05,0.4438790693462853,0.002457016783078974,0.04394166054910472,2.6163617864404523,0.6332594192836491,2.055998100112978,3.290853008521806,1.532698453778356,0.392937364780246,0.7284613406261427,0.7213414066069542,0.08696445426409795,0.010666754394114797
29.0,30.998046875,interictal,0.4755507034342688,0.3194520095238585,0.1544477028347996,0.0017470610793097394,0.014148417901421703,0.014561187473505224,0.00019794650701626326,7.018933160724408e-05,8.344614526338089e-05,0.42155693962099255,0.0027085649715663743,0.05602086216930182,2.6366315020614954,0.6336939130352326,2.195374524527143,3.3957136354818203,1.5285406919569413,0.34061081313328273,0.7303065607803159,0.7267362913518084,0.0856975373343602,0.008523722023622338
30.0,31.998046875,interictal,0.47606200769673146,0.3177041157825667,0.15102639296187684,0.0019039240297541197,0.013973344214345478,0.014442083249041095,0.00016593306937511934,6.22415854545861e-05,7.00279227019596e-05,0.42202257177006114,0.002287182060759556,0.05282512995433277,3.0994322654113833,0.5812959669585878,2.260192216815635,3.4462792342317177,1.5233209189846393,0.25473467852676984,0.47418085125681186,0.4729401026619181,0.08759881696362089,0.010759098688443214
31.0,32.998046875,interictal,0.46929391865246,0.31707647206387385,0.15135223199739328,0.0016284890846211906,0.01371551829653151,0.014010099134724214,0.00015192541823555176,6.744619747749869e-05,6.562333970259661e-05,0.4319415968910161,0.0022140798550211557,0.05023253754776464,2.992231656972987,0.5867114990812341,2.03484051912416,3.625341121544119,1.517848934748592,0.2568804816555691,0.4957456885597168,0.49123773797612424,0.08701724617220363,0.013244326276947216
32.0,33.998046875,interictal,0.4709258485209025,0.3177085177431882,0.15412186379928314,0.001866562921735329,0.014097759876845334,0.014470153441569511,0.00014715982085033164,5.512532969245457e-05,6.543664470465353e-05,0.444660775378558,0.0021313341311223143,0.05070033056739872,3.04474511001032,0.5811713851233854,2.1042219687404473,3.616812595278658,1.5222374266518008,0.28093563861770526,0.6781017106687174,0.6597820039849107,0.08606141168200675,0.015714675106487608
33.0,34.998046875,interictal,0.47189043568717387,0.31468838519004994,0.14882697947214077,0.0016764449972487252,0.013937834576864415,0.014227152718650958,0.00017787650341100197,5.642553932752283e-05,6.913719993186582e-05,0.3886787176910062,0.002293497836177509,0.04122834414637674,3.044700170572053,0.5896605227445628,2.081005729819029,3.4431689275112256,1.5182441511307554,0.2641415233421169,0.5295430153888703,0.5196031524282357,0.08673517717262139,0.008521825640174507
34.0,35.998046875,interictal,0.47102472634791687,0.31303365047764264,0.14336917562724014,0.001739717895632874,0.013919230315103967,0.014265409450313446,0.0001671231503804964,7.545340446931742e-05,8.772982168784583e-05,0.5249380265396043,0.002899712212277069,0.03996977585013213,3.058288815954255,0.5913593297495766,2.070597393672003,3.384854136554542,1.5226015041608083,0.2507271603149155,0.4832513957964001,0.4754918367211633,0.08603518084703389,0.018701495505925203
35.0,36.998046875,interictal,0.4765165282512615,0.3145016959055873,0.14450961225154774,0.0017683165017741366,0.014141249302530934,0.014467880763691316,0.0001629357243380489,6.976662016017244e-05,6.258200944115896e-05,0.38408780890499866,0.002040314165703744,0.03869721388457671,3.1134850512485905,0.5826897726113937,2.1678763484771575,3.4539685365557182,1.5131897635774605,0.26887789792134126,0.5029919669816493,0.4936711827363994,0.08630171355686275,0.0154120849260454
36.0,37.998046875,interictal,0.4781590982809996,0.3184144845553278,0.14736070381231672,0.001521162980908274,0.014403663545371266,0.014785999924006109,0.00014436540430412903,7.343622311007824e-05,6.715030677530489e-05,0.46513804301617784,0.0021664338857998976,0.036513592807428705,3.076526683885749,0.5820145835538361,2.288606983890504,3.4942289628150376,1.5019804382531543,0.24393047227195078,0.5451343544212182,0.5443062412058693,0.08830894377556696,0.021486766950106206
37.0,38.998046875,interictal,0.47615120669947636,0.3177415522581179,0.14573150863473444,0.002002819960094632,0.01424158939791705,0.014683580926304245,0.0001490548023599916,8.594027471717946e-05,7.201191005327961e-05,0.4831204751047551,0.002305487883414088,0.04114749348696553,3.109556454158136,0.5727513107350269,2.228066597895825,3.62092700636388,1.5140791804507394,0.27469225955778204,0.7122683323941748,0.7120159148801445,0.08843930125138329,0.018057426920480624
38.0,39.998046875,interictal,0.47492482541383335,0.31924254168189653,0.14898989898989898,0.0017138519385992079,0.013865153018318456,0.01430429055843944,0.00014945945798601278,8.53545830991954e-05,9.255200113832108e-05,0.6192407168120851,0.0030635541660802602,0.04053467797305741,2.5927241850324467,0.6403031347554212,2.3656471587559023,3.299280032895934,1.5282211203263725,0.47681017002828624,0.8185703064517066,0.8056350526645075,0.08704913365029682,0.01594915329874863
39.0,40.998046875,interictal,0.47400877127707625,0.3196099531869006,0.15420332355816227,0.0017118441135245445,0.013625590283752464,0.014083134522243697,0.0001535700053067934,6.367866363560935e-05,7.9664718277862e-05,0.5187484324838104,0.0026807356954009374,0.0344605996816699,2.5230417257588003,0.6511344222391775,2.213230548917961,3.350193298766802,1.5290018404616836,0.4279034616584521,0.8173549709460651,0.8137466617990695,0.08741933947168021,0.0178443045460141
40.0,41.998046875,interictal,0.4738928376362907,0.31875488461852886,0.15110785272075597,0.0018704526563356955,0.014210797667513571,0.01453215297888043,0.0001523240566522416,7.419415512291747e-05,6.171067986809577e-05,0.4051249428318375,0.0019970038308309546,0.04273149778952675,3.008393542072959,0.5924402971049929,2.0726902873583546,3.1138863727889468,1.5252568959105626,0.2883259268868299,0.7283998681229249,0.7168384648026752,0.08760399614488312,0.02865891480675531
41.0,42.998046875,interictal,0.47402802744473965,0.319678704043806,0.14597588791137178,0.001573075035371369,0.014474674527762682,0.014811712338510164,0.00018937858596107255,7.192659062689727e-05,6.28744418533281e-05,0.3320022141470523,0.002016263552688895,0.05272467800731715,2.9787517958958603,0.589251138897049,2.221916583753652,3.339821591404297,1.5238662962801461,0.2741767720532093,0.5571057946570367,0.5495751585747228,0.08779959167982708,0.018949230617819668
42.0,43.998046875,interictal,0.4735505622391218,0.3180812175403567,0.14467253176930597,0.001901167628920335,0.013912129219436966,0.014294429270592726,0.0001356159140203469,5.757228388293218e-05,7.424436507952461e-05,0.5474565294148012,0.002444246083212699,0.05835694601817893,2.9911408339130268,0.5892717379917923,2.2439952119666797,3.3561658774415726,1.5217956227859777,0.2625863026476365,0.4744542148084108,0.46719701154119037,0.08742024979164086,0.017934891378260653
43.0,44.998046875,interictal,0.4703656932223064,0.3165690927658716,0.14499837080482242,0.0016631358309379585,0.014044299544538924,0.014383539527927607,0.00015242254380739052,7.798802895814053e-05,7.406528854365287e-05,0.4859176390574229,0.0024367227411844516,0.06998603259692979,2.9830367405647737,0.6008054209643409,2.248248540125848,3.454081503302438,1.5258497178417911,0.23782824372297645,0.5362607552374651,0.5312304017794564,0.08566764940518536,0.012539485832848196
44.0,45.998046875,interictal,0.4700773685115979,0.3148012787016012,0.14752362333007493,0.001677238811734055,0.014102127660137522,0.014436129044046425,0.00015815875126329285,8.846248284933663e-05,6.747048120068549e-05,0.4265970366149953,0.0022100029875825244,0.05452680102641367,3.016531932243017,0.5920424565522892,2.374503272684295,3.3747554978307477,1.5154013455377005,0.2648879814174519,0.4770883156196425,0.4720843995925654,0.08558754715749559,0.009782883296863831
45.0,46.998046875,interictal,0.4727946990672805,0.3154372319344117,0.1483382209188661,0.0017669451073519526,0.01414033597601299,0.014480697315490525,0.00016737300062517806,8.613051242283605e-05,6.998349707019356e-05,0.4181264521896476,0.0022787416314886504,0.02909985764673644,3.0751445133073108,0.5804238840619712,2.3732253486869945,3.558015371645292,1.5149024056223193,0.2873222029689819,0.6956014594115606,0.6925652252282235,0.08808101158755349,0.019994971885483548
46.0,47.998046875,interictal,0.47492585309785035,0.315505905931486,0.14695340501792115,0.0015474501606161184,0.014278371032590173,0.01449730187516523,0.00015527721929923477,9.572607649971754e-05,8.28150382831081e-05,0.5333332559894717,0.002701346963958158,0.053724281310506716,3.082185612297353,0.5809344678837546,2.3360781508499975,3.550885418838081,1.529642951335534,0.2544854244557617,0.47189402684545406,0.4711730237146109,0.08884723939903647,0.018949150224749023
47.0,48.998046875,interictal,0.47748729468816786,0.3159824572429743,0.1472792440534376,0.0019107502529177812,0.014264838826169746,0.014544610143038922,0.0001514508383826098,7.285725888686995e-05,7.967894192634061e-05,0.5261008567294461,0.00256828458567474,0.07364995426273309,3.140597119747713,0.578217911161181,2.3894233596715293,3.369648022102624,1.525480198561272,0.2579493316154494,0.5324153636179847,0.5254134109687282,0.08766965384792928,0.020778298900129832
48.0,49.998046875,interictal,0.4744926239278045,0.31511356664837514,0.15013033561420658,0.0016635801152374088,0.01399608639342071,0.014376859079371253,0.00019145523711682543,7.907591916922204e-05,7.508253384759209e-05,0.3921655150977254,0.0024712720420673336,0.05273972024502116,2.638854246395533,0.6354059965683915,1.8807274758641066,3.3405248496317532,1.5184019524926475,0.3989065563723605,0.7301090630635594,0.7291708169217924,0.0861725895460056,0.01054483977085896
49.0,50.998046875,interictal,0.4701603508352707,0.3153401817169071,0.1483382209188661,0.0016381266919033004,0.013945568867023209,0.014282738219753467,0.00014891559392595942,5.987619122352593e-05,6.51595197163228e-05,0.4375571452347331,0.002161867453711704,0.03438998434593085,2.5389180458773213,0.639931638605684,2.1405069342605683,3.337976054663617,1.517305291045148,0.34367072901383183,0.741748251484917,0.7362635449580122,0.08592359125127987,0.014676705269060397
50.0,51.998046875,interictal,0.47183323205627636,0.31892786057446926,0.14442815249266863,0.0018244114269019638,0.014139342602655314,0.014367461599993426,0.00016419954540670143,6.0369305160113654e-05,6.629759039936626e-05,0.4037598671499936,0.002165025489830179,0.046706680587661566,2.990900854957179,0.5924629762810381,2.1585556174492466,3.527117739809841,1.5268596320127445,0.256419556322894,0.4840847368420075,0.48374252396108375,0.0893306506751693,0.021181892131194258
51.0,52.998046875,interictal,0.47242274329747413,0.3183524224241784,0.1508634734441186,0.0015891782435624895,0.014111809547019046,0.0143695459460898,0.00015611279790486582,7.283477233387216e-05,7.498741056607508e-05,0.4803381352093661,0.002468764434854663,0.04975777069283266,2.964202401468319,0.5966640584834669,2.1801497799989997,3.3806435225226337,1.520504122926033,0.2612962122787225,0.5035238494457993,0.500253778138139,0.08609732009771397,0.014966960172339117
52.0,53.998046875,interictal,0.4782341373000876,0.31428518320656934,0.1520039100684262,0.001911778544398012,0.014165967284587416,0.01441009579357302,0.0001417317418191821,7.796108901331875e-05,6.858072324427238e-05,0.4838735380690327,0.0022283748492065375,0.04261172791082459,2.9399606552895547,0.60537415333443,2.316573691088681,3.49416133900588,1.5218611244467082,0.28220232485786156,0.6823577871670964,0.661620880696533,0.0869052498315946,0.018173808549139137
53.0,54.998046875,interictal,0.4770594308196361,0.3141216976539381,0.14622026718800912,0.001720147933349947,0.013878140438414496,0.01424010150720328,0.0001564592834801523,6.980724195047337e-05,5.6385632887830755e-05,0.36038304184066966,0.0018719681392849582,0.04618076978408989,2.990341188060594,0.5969359236752739,2.1811229359324535,3.4052687366462515,1.5283146917273218,0.2586106335057233,0.537982886605706,0.5321523544993118,0.08644565358387961,0.015556621067641052
54.0,55.998046875,preictal,0.4686481397706277,0.3182690815397124,0.14996741609644834,0.0016257244003998906,0.013879623063108653,0.01418544742531055,0.00016733410508022178,7.368096236392749e-05,6.641602209569758e-05,0.3969042961060515,0.0022139982520837267,0.04273018691861255,2.9904001842718775,0.5910692808916361,2.090315619421658,3.4672475874659,1.5208249242969067,0.2542963719289934,0.47995861080203084,0.47205819091500884,0.08653021804151145,0.012040039845000794
55.0,56.998046875,preictal,0.4733864103472049,0.32132515153015945,0.149723036819811,0.0018011884138868454,0.013971817989558691,0.014338889960582052,0.00017918763053866566,7.614234647206888e-05,6.956455444244806e-05,0.3882196891249598,0.002285541612970615,0.03961116758654693,2.9474156344387095,0.596903683772511,2.1033023979196224,3.404633832884917,1.520722081860441,0.27008858942055464,0.4945750604701571,0.48910160045718376,0.08664741264269595,0.01275923740910756
56.0,57.998046875,preictal,0.48312850374622834,0.3303397577976627,0.15151515151515152,0.0015251648505557162,0.014181574256719799,0.01440089682745224,0.000121175768966056,6.537083102074354e-05,8.023020805806223e-05,0.6620923196964947,0.002641374702323348,0.04300317919293344,3.047342572033958,0.602122041761703,2.468159129036817,3.3673357082649638,1.5300946433819715,0.2361968331071097,0.5360101525466426,0.5356769109577274,0.08647776062825555,0.018623408965514288
57.0,58.998046875,preictal,0.5038421584297389,0.3588916120675532,0.17188009123492995,0.0019003702585308195,0.01406793818734898,0.014321096455696932,0.00015989311790538008,6.399890790329575e-05,0.00019833966888916686,1.240443810487998,0.00645812742050675,0.032525055264048745,3.076616226952901,0.6222642559843513,2.049977079970525,3.3342784987590686,1.5533819980484456,0.2561652278103794,0.6860390724128913,0.6852572565334192,0.09009211896335836,0.03206854894050171
58.0,59.998046875,preictal,0.5407994877081154,0.4000460563351458,0.19248941023134572,0.0016743171241333668,0.014081275676052758,0.014010261352507743,0.00013730229029029664,7.313187840406233e-05,0.0003563581991618252,2.595409027769012,0.011748338120515074,0.036303670155220756,2.5581016320633023,0.7081772638245303,2.018202763454338,3.244686289744095,1.574925433108201,0.43210860538382606,0.7668041020615333,0.7662796302863284,0.08727237753952401,0.011511131441560907
59.0,60.998046875,preictal,0.5651486757119868,0.41670039234894035,0.19371130661453242,0.001682879383955741,0.014822951762928154,0.014475139221818029,0.00018704584192467445,8.507408317295938e-05,0.00021978420150974853,1.1750222524380163,0.006983289516793755,0.03685441571798748,2.643396689614615,0.7169417435440919,2.345684884328531,3.3659322506223712,1.566179856717708,0.3817678688221352,0.7340543026709431,0.7320134987889106,0.08663541158834301,0.0318113974639731
60.0,61.998046875,preictal,0.5818254072987146,0.4293257771339108,0.20128706419029,0.0020191270109304236,0.015260443259090735,0.014738377692475322,0.00017688004110902919,7.872919114123997e-05,0.000120963544674362,0.683869474738111,0.003734074102015856,0.036677810587465005,3.183528723427024,0.6738193911264844,2.3952712486112113,3.051078595301084,1.56114745286548,0.23057170846815164,0.625640301543914,0.6213636858329118,0.08725391462419727,0.02546966377069737
61.0,62.998046875,preictal,0.610016227411709,0.4617383847865418,0.21635711958292603,0.0016340782899863587,0.015571687804487498,0.014507232700459463,0.00016080323857882724,7.872820344836256e-05,0.00015456820393109676,0.9612197122237327,0.004814144118364011,0.03417242320625528,3.200377301376274,0.6867078758285575,2.2892969435161326,3.444801051987866,1.5786525915235243,0.1982147556163092,0.4368619571172926,0.43479241586604206,0.08606502465546971,0.015943851774876006
62.0,63.998046875,preictal,0.667174562916555,0.5113662806121934,0.2374551971326165,0.0019493663188348378,0.01562908989861966,0.014380488929828137,0.00016403457298571876,7.847934968502862e-05,0.00024474778738226775,1.4920409209261942,0.007543186200939459,0.03250203643843976,3.175036697692546,0.713864475384732,2.119528276240049,3.310827886719059,1.5926320585563627,0.1992101322222643,0.46695403501311405,0.4652856344146915,0.08714240004288763,0.04228219938138533
