start_seconds,end_seconds,sample_count,mean_mv,peak_to_peak_mv,heart_rate_bpm,rr_std_ms,rmssd_ms,peak_count,lead_off_fraction,signal_quality,autonomic_stress
33.0,34.998046875,500,835.9024219604669,344.2759014450179,72.46376811594178,0.0,0.0,2,0.0,1.0,0.0875
34.0,35.998046875,500,830.4335438252816,338.6523430905231,73.17073170731705,5.656854249489245,7.999999999995566,3,0.0,1.0,0.3150000000000194
35.0,36.998046875,500,838.6189199970049,344.1444164815264,73.89162561576345,5.65685424949431,8.000000000002728,3,0.0,1.0,0.31499999999998807
36.0,37.998046875,500,845.2216314980773,334.2168370228251,74.62686567164225,0.0,0.0,2,0.0,1.0,0.0875
37.0,38.998046875,500,840.9457033953007,336.81910103870905,74.6268656716416,0.0,0.0,2,0.0,1.0,0.0875
38.0,39.998046875,500,833.6960011206846,346.5632812345998,75.56675062972288,2.8284271247445822,3.9999999999977263,3,0.0,1.0,0.3325000000000099
39.0,40.998046875,500,833.8185316070054,337.360823096649,75.75757575757595,5.656854249494229,8.000000000002615,3,0.0,1.0,0.3149999999999885
40.0,41.998046875,500,839.442643752602,332.5094131752322,75.75757575757561,0.0,0.0,2,0.0,1.0,0.0875
41.0,42.998046875,500,844.5002014457459,344.410515902817,75.94936708860767,2.8284271247395982,3.9999999999906777,3,0.0,1.0,0.33250000000004076
42.0,43.998046875,500,840.8709486582708,351.2274757616367,75.75757575757594,4.9841015008457754e-12,7.048583938740194e-12,3,0.0,1.0,0.3499999999999691
43.0,44.998046875,500,832.5569084907521,337.44593063536286,75.75757575757561,0.0,0.0,2,0.0,1.0,0.0875
44.0,45.998046875,500,832.6490251953828,337.0055410208056,75.00000000000027,0.0,0.0,2,0.0,1.0,0.0875
45.0,46.998046875,500,842.8600819862371,334.9071153806341,74.6268656716416,5.6568542494891645,7.9999999999954525,3,0.0,1.0,0.3150000000000199
46.0,47.998046875,500,846.0178812105423,335.79126211856476,74.0740740740742,2.8284271247446626,3.99999999999784,3,0.0,1.0,0.33250000000000945
47.0,48.998046875,500,836.7611692838523,338.46075578831676,73.52941176470566,0.0,0.0,2,0.0,1.0,0.0875
48.0,49.998046875,500,830.3131747166867,335.55414325985237,72.8155339805827,0.0,0.0,2,0.0,1.0,0.0875
49.0,50.998046875,500,835.6774168709486,339.21914381250656,71.77033492822979,0.0,0.0,2,0.0,1.0,0.0875
50.0,51.998046875,500,846.7055674273507,335.43183566676635,71.25890736342024,8.485281374243955,12.000000000007617,3,0.0,1.0,0.2974999999999667
51.0,52.998046875,500,842.3306285194653,348.02704175395445,70.42253521126757,5.656854249484181,7.999999999988404,3,0.0,1.0,0.3150000000000507
52.0,53.998046875,500,832.8081790515924,326.98697708453767,70.0934579439251,0.0,0.0,2,0.0,1.0,0.0875
53.0,54.998046875,500,833.8993259309586,345.6114247354054,69.12442396313348,0.0,0.0,2,0.0,1.0,0.0875
54.0,55.998046875,500,841.5680904724604,341.021999478898,68.80733944954129,0.0,0.0,2,0.0,1.0,0.0875
55.0,56.998046875,500,844.0777091704139,331.17877662767285,69.12442396313348,0.0,0.0,2,0.0,1.0,0.0875
56.0,57.998046875,500,835.8439088272631,341.7799888692682,70.09345794392539,5.656854249494229,8.000000000002615,3,0.0,1.0,0.3149999999999885
57.0,58.998046875,500,830.4557946244979,335.4783184397852,70.75471698113216,5.656854249489325,7.99999999999568,3,0.0,1.0,0.3150000000000189
58.0,59.998046875,500,839.419592098618,328.48580105161716,71.77033492822979,0.0,0.0,2,0.0,1.0,0.0875
59.0,60.998046875,500,847.1945965047718,339.6859410848257,72.8155339805827,0.0,0.0,2,0.0,1.0,0.0875
60.0,61.998046875,500,839.2917345513482,333.27851902570114,73.89162561576312,0.0,0.0,2,0.0,1.0,0.0875
61.0,62.998046875,500,830.6239040485706,343.93962193864945,75.3768844221106,11.31370849897849,15.999999999991132,3,0.0,1.0,0.2800000000000388
62.0,63.998046875,500,834.7118865677943,345.6606384254792,76.53061224489771,5.65685424949431,8.000000000002728,3,0.0,1.0,0.31499999999998807
63.0,64.998046875,500,842.6792400346613,336.93266100449773,78.12499999999993,0.0,0.0,2,0.0,1.0,0.08982142857142725
64.0,65.998046875,500,844.2719336018017,336.1274293061733,80.21390374331578,5.656854249489245,7.999999999995566,3,0.0,1.0,0.3561153552330268
65.0,66.998046875,500,839.0935058016895,339.2582755953755,81.30081300813013,8.485281374238891,12.000000000000455,3,0.0,1.0,0.35880081300812905
66.0,67.998046875,500,829.30738110997,327.7980284447939,82.87292817679516,0.0,0.0,2,0.0,1.0,0.1779972375690529
67.0,68.998046875,500,834.8998762074006,332.90937135611705,84.98583569405062,8.485281374238891,12.000000000000455,3,0.0,1.0,0.42723694860379524
68.0,69.998046875,500,846.9059177032559,335.7346818966075,85.95988538681942,2.8284271247496466,4.0000000000048885,3,0.0,1.0,0.4803264428980536
69.0,70.998046875,500,842.9581142138617,341.5664207400579,88.23529411764709,5.656854249489245,7.999999999995566,3,0.0,1.0,0.5050840336134652
70.0,71.998046875,500,832.514055801178,338.50016807596523,89.02077151335318,2.8284271247496466,4.0000000000048885,3,0.0,1.0,0.5371714709622519
71.0,72.998046875,500,831.1422450956,332.0765708753414,91.18541033434633,2.8284271247395982,3.9999999999906777,3,0.0,1.0,0.5773719062093298
72.0,73.998046875,500,841.0000765712641,329.506843382693,91.74311926605456,2.8284271247496466,4.0000000000048885,3,0.0,1.0,0.5877293577981348
73.0,74.998046875,500,847.6251988834734,330.3638459868265,93.16770186335427,5.656854249489245,7.999999999995566,3,0.0,1.0,0.5966858917480272
74.0,75.998046875,500,837.4798319054003,336.48843906285333,93.74999999999991,0.0,0.0,3,0.0,1.0,0.37999999999999845
75.0,76.998046875,500,830.421278889364,333.1853070954123,94.0438871473357,2.8284271247496466,4.0000000000048885,3,0.0,1.0,0.6304579041647844
76.0,77.998046875,500,835.9857764420057,354.77174221730365,93.74999999999991,4.0000000000048885,4.0000000000048885,4,0.0,1.0,0.624999999999977
77.0,78.998046875,500,844.6289905038805,337.9653308956009,93.16770186335427,1.0048913285366984e-11,1.4210854715202004e-11,3,0.0,1.0,0.6316858917479456
78.0,79.998046875,500,843.5609560457683,344.48946577260415,92.87925696594415,2.8284271247395982,3.9999999999906777,3,0.0,1.0,0.6088290579390037
79.0,80.998046875,500,832.6417011461461,361.4349654907161,92.3076923076925,2.8284271247496466,4.0000000000048885,3,0.0,1.0,0.598214285714268
80.0,81.998046875,500,830.8278895033295,350.58016775061753,91.4634146341465,5.656854249489245,7.999999999995566,3,0.0,1.0,0.5650348432055973
81.0,82.998046875,500,840.0937360528452,345.8147944990385,90.90909090909041,1.0048913285366984e-11,1.4210854715202004e-11,3,0.0,1.0,0.5897402597401883
82.0,83.998046875,500,846.9073644032578,326.3687777279779,90.09009009009053,2.8284271247596955,4.000000000019099,3,0.0,1.0,0.5570302445301691
83.0,84.998046875,500,839.8186561109402,331.29076047667866,89.55223880596992,2.8284271247395982,3.9999999999906777,3,0.0,1.0,0.5470415778251965
84.0,85.998046875,500,830.5419334222892,328.3244544402985,88.75739644970389,0.0,0.0,3,0.0,1.0,0.2872802197802151
85.0,86.998046875,500,834.7870529919293,338.22271262363574,88.23529411764709,5.656854249489245,7.999999999995566,3,0.0,1.0,0.5050840336134652
86.0,87.998046875,500,844.779741543722,327.3382812771621,87.20930232558109,5.656854249499293,8.000000000009777,3,0.0,1.0,0.4860299003321775
87.0,88.998046875,500,845.475296233739,331.6528279557547,86.95652173912983,2.8284271247496466,4.0000000000048885,3,0.0,1.0,0.49883540372667534
88.0,89.998046875,500,833.1282024596528,323.02262727773484,86.2068965517244,0.0,0.0,2,0.0,1.0,0.23991379310345312
