timestamp_seconds,raw_count,millivolts,lead_off,source
0.14400000000000002,1153,929.2333775369364,False,simulated-ad8232
0.148,1144,922.0240538020882,False,simulated-ad8232
0.152,1154,930.2177729043505,False,simulated-ad8232
0.156,1144,922.3952051918017,False,simulated-ad8232
0.16,1148,925.3528723521778,False,simulated-ad8232
0.164,1146,923.6260461479538,False,simulated-ad8232
0.168,1146,924.27931164245,False,simulated-ad8232
0.17200000000000001,1149,926.1450778244217,False,simulated-ad8232
0.176,1147,924.6133243185678,False,simulated-ad8232
0.18,1145,922.8914046711003,False,simulated-ad8232
0.184,1146,923.8555437615967,False,simulated-ad8232
0.188,1145,923.3358112642204,False,simulated-ad8232
0.192,1141,919.5324842827786,False,simulated-ad8232
0.196,1141,920.2716289629606,False,simulated-ad8232
0.2,1145,922.8538403655822,False,simulated-ad8232
0.20400000000000001,1152,928.8072990134369,False,simulated-ad8232
0.20800000000000002,1151,928.3454444551157,False,simulated-ad8232
0.212,1168,941.6469444438936,False,simulated-ad8232
0.216,1156,932.3580657221297,False,simulated-ad8232
0.22,1160,934.8861235418202,False,simulated-ad8232
0.224,1174,946.2509823678553,False,simulated-ad8232
0.228,1182,952.9366148034416,False,simulated-ad8232
0.232,1183,953.443172482537,False,simulated-ad8232
0.23600000000000002,1189,958.9523900801913,False,simulated-ad8232
0.24,1198,965.4366718964848,False,simulated-ad8232
0.244,1195,963.3257555801778,False,simulated-ad8232
0.248,1193,961.7448037315611,False,simulated-ad8232
0.252,1202,968.7259924880108,False,simulated-ad8232
0.256,1213,977.6901917353879,False,simulated-ad8232
0.26,1204,970.6659541762392,False,simulated-ad8232
0.264,1214,978.6152201352685,False,simulated-ad8232
0.268,1217,980.9649721937535,False,simulated-ad8232
0.272,1215,979.5564019854119,False,simulated-ad8232
0.276,1220,983.9556118692416,False,simulated-ad8232
0.28,1219,982.9969749335482,False,simulated-ad8232
0.28400000000000003,1227,988.9529108724229,False,simulated-ad8232
0.28800000000000003,1216,980.5462604949342,False,simulated-ad8232
0.292,1207,973.472456632728,False,simulated-ad8232
0.296,1204,971.0022960436684,False,simulated-ad8232
0.3,1199,966.8197819607554,False,simulated-ad8232
0.304,1204,970.4784705972924,False,simulated-ad8232
0.308,1192,960.6268447930815,False,simulated-ad8232
0.312,1189,958.6171438787175,False,simulated-ad8232
0.316,1188,957.7565086508565,False,simulated-ad8232
0.32,1175,947.6593187236645,False,simulated-ad8232
0.324,1172,945.1764287365756,False,simulated-ad8232
0.328,1160,934.8528386629828,False,simulated-ad8232
0.332,1158,933.8813636350095,False,simulated-ad8232
0.336,1156,932.1086489667706,False,simulated-ad8232
0.34,1157,932.4253645164798,False,simulated-ad8232
0.34400000000000003,1156,932.1633905729295,False,simulated-ad8232
0.34800000000000003,1146,924.2077669994638,False,simulated-ad8232
0.352,1144,922.4964985824429,False,simulated-ad8232
0.356,1141,919.5737000894525,False,simulated-ad8232
0.36,1142,920.9702169082823,False,simulated-ad8232
0.364,1139,918.2042134415983,False,simulated-ad8232
0.368,1134,913.9820119352578,False,simulated-ad8232
0.372,1125,907.3400820065324,False,simulated-ad8232
0.376,1133,913.7150201073823,False,simulated-ad8232
0.38,1129,910.5436542539269,False,simulated-ad8232
0.384,1132,913.0243638333498,False,simulated-ad8232
0.388,1125,907.2521637089133,False,simulated-ad8232
0.392,1134,914.5770847378573,False,simulated-ad8232
0.396,1122,904.8405688981327,False,simulated-ad8232
0.4,1132,912.2604921526587,False,simulated-ad8232
0.404,1124,906.0456363820107,False,simulated-ad8232
0.40800000000000003,1120,903.2874405460437,False,simulated-ad8232
0.41200000000000003,1117,900.664009752465,False,simulated-ad8232
0.41600000000000004,1122,904.4460887276296,False,simulated-ad8232
0.42,1130,910.6538367294486,False,simulated-ad8232
0.424,1126,908.1666066150003,False,simulated-ad8232
0.428,1126,907.6210186129632,False,simulated-ad8232
0.432,1111,895.3449513140256,False,simulated-ad8232
0.436,1126,907.6896079815112,False,simulated-ad8232
0.44,1125,907.0774386267652,False,simulated-ad8232
0.444,1120,902.6708970985013,False,simulated-ad8232
0.448,1119,902.3838450630412,False,simulated-ad8232
0.452,1122,904.9115140349659,False,simulated-ad8232
0.456,1131,911.8509931356915,False,simulated-ad8232
0.46,1117,900.7642427234988,False,simulated-ad8232
0.464,1120,903.3083088157517,False,simulated-ad8232
0.468,1129,910.5027590979947,False,simulated-ad8232
0.47200000000000003,1120,903.3079353836067,False,simulated-ad8232
0.47600000000000003,1121,903.6730020811342,False,simulated-ad8232
0.48,1123,905.5589347260926,False,simulated-ad8232
0.484,1117,900.2407032456156,False,simulated-ad8232
0.488,1124,906.1237836797104,False,simulated-ad8232
0.492,1117,900.4437123147591,False,simulated-ad8232
0.496,1127,908.8611473921545,False,simulated-ad8232
0.5,1123,905.3712058944499,False,simulated-ad8232
0.504,1134,914.5302708078281,False,simulated-ad8232
0.508,1124,906.5578874177729,False,simulated-ad8232
0.512,1130,910.9351710539225,False,simulated-ad8232
0.516,1117,900.29714486245,False,simulated-ad8232
0.52,1123,905.059325871417,False,simulated-ad8232
0.524,1125,906.8780396293649,False,simulated-ad8232
0.528,1132,912.6058031621974,False,simulated-ad8232
0.532,1115,898.9366050110619,False,simulated-ad8232
0.536,1128,909.6599820716457,False,simulated-ad8232
0.54,1126,908.1000381000657,False,simulated-ad8232
0.544,1131,911.9058085852192,False,simulated-ad8232
0.548,1127,908.6580497690397,False,simulated-ad8232
0.552,1124,906.0535576098674,False,simulated-ad8232
0.556,1121,903.7953199037481,False,simulated-ad8232
0.56,1117,900.925724945889,False,simulated-ad8232
0.5640000000000001,1125,906.7365390949262,False,simulated-ad8232
0.5680000000000001,1123,905.2243433255745,False,simulated-ad8232
0.5720000000000001,1134,914.1083595182038,False,simulated-ad8232
0.5760000000000001,1121,903.619227271974,False,simulated-ad8232
0.58,1125,907.3808062964633,False,simulated-ad8232
0.584,1116,899.8590207459928,False,simulated-ad8232
0.588,1122,904.5888380645624,False,simulated-ad8232
0.592,1125,907.2508155652376,False,simulated-ad8232
0.596,1128,909.5374727482905,False,simulated-ad8232
0.6,1131,912.0693203604056,False,simulated-ad8232
0.604,1124,906.1354733620818,False,simulated-ad8232
0.608,1119,901.8781098254316,False,simulated-ad8232
0.612,1127,908.2133843170963,False,simulated-ad8232
0.616,1127,908.4846938792945,False,simulated-ad8232
0.62,1127,908.4180103011103,False,simulated-ad8232
0.624,1121,903.6847255460294,False,simulated-ad8232
0.628,1130,911.0537806088483,False,simulated-ad8232
0.632,1125,906.9060598973579,False,simulated-ad8232
0.636,1128,909.3878738347062,False,simulated-ad8232
0.64,1131,911.718832563328,False,simulated-ad8232
0.644,1128,909.093457606229,False,simulated-ad8232
0.648,1126,907.8361249304909,False,simulated-ad8232
0.652,1135,915.3347973376109,False,simulated-ad8232
0.656,1126,907.7318465370547,False,simulated-ad8232
0.66,1123,905.6064571314294,False,simulated-ad8232
0.664,1125,907.2713229345077,False,simulated-ad8232
0.668,1132,912.7875305336439,False,simulated-ad8232
0.672,1125,907.3641665618387,False,simulated-ad8232
0.676,1127,908.9995469954063,False,simulated-ad8232
0.68,1131,911.7375402332691,False,simulated-ad8232
0.684,1122,904.9356157979277,False,simulated-ad8232
0.6880000000000001,1116,900.1130639347018,False,simulated-ad8232
0.6920000000000001,1127,908.2491847385602,False,simulated-ad8232
0.6960000000000001,1126,908.0024361129148,False,simulated-ad8232
0.7000000000000001,1122,904.6833160578495,False,simulated-ad8232
0.704,1130,910.6314165136561,False,simulated-ad8232
0.708,1128,909.6089084458883,False,simulated-ad8232
0.712,1120,903.2300902850296,False,simulated-ad8232
0.716,1128,909.3142072229534,False,simulated-ad8232
0.72,1124,906.4880388886339,False,simulated-ad8232
0.724,1118,901.3713340857286,False,simulated-ad8232
0.728,1128,909.1460630721226,False,simulated-ad8232
0.732,1125,907.1840805065382,False,simulated-ad8232
0.736,1122,904.4143335621715,False,simulated-ad8232
0.74,1128,909.5176222997405,False,simulated-ad8232
0.744,1128,909.4084358600664,False,simulated-ad8232
0.748,1123,905.1759842620863,False,simulated-ad8232
0.752,1128,909.1174587786616,False,simulated-ad8232
0.756,1131,911.6060729599791,False,simulated-ad8232
0.76,1122,904.7247554428654,False,simulated-ad8232
0.764,1128,909.1284358389686,False,simulated-ad8232
0.768,1126,907.6451969523273,False,simulated-ad8232
0.772,1137,916.7273587015468,False,simulated-ad8232
0.776,1117,900.2431096273705,False,simulated-ad8232
0.78,1129,910.5024703708065,False,simulated-ad8232
0.784,1124,906.5265443917928,False,simulated-ad8232
0.788,1125,907.3896913844208,False,simulated-ad8232
0.792,1136,915.4852995812113,False,simulated-ad8232
0.796,1126,908.162044839347,False,simulated-ad8232
0.8,1139,918.3490618424138,False,simulated-ad8232
0.804,1131,911.521526954133,False,simulated-ad8232
0.808,1148,925.4462201561266,False,simulated-ad8232
0.812,1174,946.5379958482189,False,simulated-ad8232
0.8160000000000001,1229,991.0965684444508,False,simulated-ad8232
0.8200000000000001,1317,1061.4051838088624,False,simulated-ad8232
0.8240000000000001,1410,1136.8633490866202,False,simulated-ad8232
0.8280000000000001,1488,1199.6100788952704,False,simulated-ad8232
0.8320000000000001,1500,1209.1677148269498,False,simulated-ad8232
0.836,1481,1193.5301027437633,False,simulated-ad8232
0.84,1385,1116.8177272736953,False,simulated-ad8232
0.844,1300,1048.1547300589943,False,simulated-ad8232
0.848,1210,975.332041071201,False,simulated-ad8232
0.852,1168,941.4671875958959,False,simulated-ad8232
0.856,1157,933.1171028723509,False,simulated-ad8232
0.86,1127,908.7766250380213,False,simulated-ad8232
0.864,1121,903.5300858348097,False,simulated-ad8232
0.868,1125,906.642495670448,False,simulated-ad8232
0.872,1130,910.6958923369357,False,simulated-ad8232
0.876,1131,911.7704629152327,False,simulated-ad8232
0.88,1134,914.461134867542,False,simulated-ad8232
0.884,1127,908.6819347073522,False,simulated-ad8232
0.888,1121,903.8393075682193,False,simulated-ad8232
0.892,1128,909.1997872842317,False,simulated-ad8232
0.896,1137,916.7705695518065,False,simulated-ad8232
0.9,1135,914.7416619252025,False,simulated-ad8232
0.904,1124,906.3347880727972,False,simulated-ad8232
0.908,1136,915.5245669227625,False,simulated-ad8232
0.912,1145,922.9695048581092,False,simulated-ad8232
0.916,1151,927.7801071893797,False,simulated-ad8232
0.92,1146,923.5606220178896,False,simulated-ad8232
0.924,1147,924.6746905528147,False,simulated-ad8232
0.928,1142,920.6098022359665,False,simulated-ad8232
0.932,1146,924.2556302129153,False,simulated-ad8232
0.936,1153,929.7099087258621,False,simulated-ad8232
0.9400000000000001,1157,933.1782063393842,False,simulated-ad8232
0.9440000000000001,1160,934.8038043950655,False,simulated-ad8232
0.9480000000000001,1155,931.5061334604212,False,simulated-ad8232
0.9520000000000001,1153,929.3343127000256,False,simulated-ad8232
0.9560000000000001,1155,930.9396725163267,False,simulated-ad8232
0.96,1152,929.1465189575649,False,simulated-ad8232
0.964,1161,935.745286179406,False,simulated-ad8232
0.968,1145,923.0772620240423,False,simulated-ad8232
0.972,1154,930.0080946064461,False,simulated-ad8232
0.976,1156,932.1290068766781,False,simulated-ad8232
0.98,1160,935.4951329452078,False,simulated-ad8232
0.984,1152,928.969558449429,False,simulated-ad8232
0.988,1156,932.2647138595474,False,simulated-ad8232
0.992,1149,926.6178610428858,False,simulated-ad8232
0.996,1148,925.6306168135621,False,simulated-ad8232
1.0,1150,926.7846791503628,False,simulated-ad8232
1.004,1162,936.9638709670339,False,simulated-ad8232
1.008,1162,936.7010236635276,False,simulated-ad8232
1.012,1162,937.0224054573416,False,simulated-ad8232
1.016,1180,951.1884354999837,False,simulated-ad8232
1.02,1167,940.93266567982,False,simulated-ad8232
1.024,1175,947.0820346493857,False,simulated-ad8232
1.028,1178,949.6486950331397,False,simulated-ad8232
1.032,1180,951.5555718266115,False,simulated-ad8232
1.036,1198,965.8618630297342,False,simulated-ad8232
1.04,1199,966.8245882149731,False,simulated-ad8232
1.044,1190,959.3626664315804,False,simulated-ad8232
1.048,1200,967.3979516318398,False,simulated-ad8232
1.052,1209,974.5349110366693,False,simulated-ad8232
1.056,1215,979.481426408086,False,simulated-ad8232
1.06,1208,974.1048902640531,False,simulated-ad8232
1.064,1207,973.1761026064107,False,simulated-ad8232
1.068,1212,976.7582553693752,False,simulated-ad8232
1.072,1223,985.7177156427585,False,simulated-ad8232
1.076,1224,986.6014044191021,False,simulated-ad8232
1.08,1226,988.7759420926377,False,simulated-ad8232
1.084,1221,984.0567042997964,False,simulated-ad8232
1.088,1217,981.3448207827175,False,simulated-ad8232
1.092,1211,976.6440566027997,False,simulated-ad8232
1.096,1221,983.9722257379257,False,simulated-ad8232
1.1,1217,981.5295026833036,False,simulated-ad8232
1.104,1217,980.95058317353,False,simulated-ad8232
1.108,1211,976.6763479537151,False,simulated-ad8232
1.112,1202,968.9659867129722,False,simulated-ad8232
1.116,1205,971.1020267980108,False,simulated-ad8232
1.12,1192,960.9761308061614,False,simulated-ad8232
1.124,1184,954.6135108081946,False,simulated-ad8232
1.1280000000000001,1179,950.9024090941342,False,simulated-ad8232
1.1320000000000001,1174,946.433745132361,False,simulated-ad8232
1.1360000000000001,1161,936.0187698299361,False,simulated-ad8232
1.1400000000000001,1168,941.3873957985384,False,simulated-ad8232
1.1440000000000001,1164,938.0553283120815,False,simulated-ad8232
1.1480000000000001,1156,932.1456575004765,False,simulated-ad8232
1.1520000000000001,1151,927.5458789000446,False,simulated-ad8232
1.156,1152,928.9758717668459,False,simulated-ad8232
1.16,1156,931.7294859296057,False,simulated-ad8232
1.164,1144,922.6721080593534,False,simulated-ad8232
1.168,1139,918.4210629502927,False,simulated-ad8232
1.172,1137,916.2805158447894,False,simulated-ad8232
1.176,1137,916.8072273834086,False,simulated-ad8232
1.18,1130,910.6928311640559,False,simulated-ad8232
1.184,1134,914.1210766990888,False,simulated-ad8232
1.188,1134,913.9199068967872,False,simulated-ad8232
1.192,1141,920.2681482127896,False,simulated-ad8232
1.196,1136,916.017878713381,False,simulated-ad8232
1.2,1136,915.8552408536083,False,simulated-ad8232
1.204,1127,908.4448801740571,False,simulated-ad8232
1.208,1133,913.6398678119206,False,simulated-ad8232
1.212,1124,906.1374845293766,False,simulated-ad8232
1.216,1131,911.7362141330793,False,simulated-ad8232
1.22,1131,912.0041704653736,False,simulated-ad8232
1.224,1125,907.1425574086584,False,simulated-ad8232
1.228,1139,918.1149614632966,False,simulated-ad8232
1.232,1132,912.3199665152815,False,simulated-ad8232
1.236,1119,902.3910709356086,False,simulated-ad8232
1.24,1131,912.1791442278854,False,simulated-ad8232
1.244,1127,908.3145796021693,False,simulated-ad8232
1.248,1129,909.9343719815424,False,simulated-ad8232
1.252,1131,911.7825943418304,False,simulated-ad8232
1.256,1131,911.4767516830523,False,simulated-ad8232
1.26,1118,901.7562925381816,False,simulated-ad8232
1.264,1123,905.2801622151683,False,simulated-ad8232
1.268,1132,913.0060578021836,False,simulated-ad8232
1.272,1135,915.123565760942,False,simulated-ad8232
1.276,1138,917.5352435950477,False,simulated-ad8232
1.28,1138,917.139614991427,False,simulated-ad8232
1.284,1118,901.7093397193146,False,simulated-ad8232
1.288,1132,913.0140563008763,False,simulated-ad8232
1.292,1119,902.2756104203196,False,simulated-ad8232
1.296,1137,916.3997526343602,False,simulated-ad8232
1.3,1130,910.9632150222967,False,simulated-ad8232
1.304,1123,905.3894678368107,False,simulated-ad8232
1.308,1139,917.9979090782645,False,simulated-ad8232
1.312,1132,912.5381736176963,False,simulated-ad8232
1.316,1119,902.4014925562484,False,simulated-ad8232
1.32,1130,911.1435654831395,False,simulated-ad8232
1.324,1125,907.048541153959,False,simulated-ad8232
1.328,1129,910.4214907117886,False,simulated-ad8232
1.332,1126,908.1185368750652,False,simulated-ad8232
1.336,1136,915.4760948579174,False,simulated-ad8232
1.34,1122,904.2915744725395,False,simulated-ad8232
1.344,1130,911.2567376882675,False,simulated-ad8232
1.348,1138,917.2460633487186,False,simulated-ad8232
1.352,1125,906.6834575470865,False,simulated-ad8232
1.356,1130,910.8356778576821,False,simulated-ad8232
1.36,1130,910.8026696905746,False,simulated-ad8232
1.364,1125,907.2372298427889,False,simulated-ad8232
1.368,1132,912.5887840119601,False,simulated-ad8232
1.372,1129,910.3863769867785,False,simulated-ad8232
1.3760000000000001,1124,906.2238675689288,False,simulated-ad8232
1.3800000000000001,1137,917.0475591068196,False,simulated-ad8232
1.3840000000000001,1133,913.1663071299139,False,simulated-ad8232
1.3880000000000001,1128,909.3315671685853,False,simulated-ad8232
1.3920000000000001,1126,907.4532390291394,False,simulated-ad8232
1.3960000000000001,1125,906.862226106231,False,simulated-ad8232
1.4000000000000001,1135,914.9229743325535,False,simulated-ad8232
1.4040000000000001,1128,909.4126267118994,False,simulated-ad8232
1.408,1131,911.8354170474537,False,simulated-ad8232
1.412,1128,909.2587574024246,False,simulated-ad8232
1.416,1132,912.4609374734231,False,simulated-ad8232
1.42,1128,909.5298939022449,False,simulated-ad8232
1.424,1133,913.0475322121616,False,simulated-ad8232
1.428,1128,909.2573748880426,False,simulated-ad8232
1.432,1133,913.3064650652948,False,simulated-ad8232
1.436,1132,912.6753452511595,False,simulated-ad8232
1.44,1128,909.5168581827196,False,simulated-ad8232
1.444,1124,906.5414726813225,False,simulated-ad8232
1.448,1124,906.2171816801582,False,simulated-ad8232
1.452,1125,907.0115901624745,False,simulated-ad8232
1.456,1124,906.0332585359405,False,simulated-ad8232
1.46,1133,913.4308623935926,False,simulated-ad8232
1.464,1128,909.7775310637784,False,simulated-ad8232
1.468,1136,916.2404039115681,False,simulated-ad8232
1.472,1140,919.0731751624118,False,simulated-ad8232
1.476,1129,910.0483978338611,False,simulated-ad8232
1.48,1121,903.7548875748295,False,simulated-ad8232
1.484,1127,908.4163871224731,False,simulated-ad8232
1.488,1128,909.6358489725166,False,simulated-ad8232
1.492,1121,903.978311279717,False,simulated-ad8232
1.496,1127,908.9247423055025,False,simulated-ad8232
1.5,1130,911.0689322497124,False,simulated-ad8232
1.504,1126,908.0776641847893,False,simulated-ad8232
1.508,1125,906.8356975104814,False,simulated-ad8232
1.512,1125,906.8681969948244,False,simulated-ad8232
1.516,1137,917.0435791102644,False,simulated-ad8232
1.52,1128,909.2516774787624,False,simulated-ad8232
1.524,1124,906.5637565424332,False,simulated-ad8232
1.528,1127,908.3848963685443,False,simulated-ad8232
1.532,1133,913.6866755656015,False,simulated-ad8232
1.536,1125,907.1231573784154,False,simulated-ad8232
1.54,1131,911.781705783417,False,simulated-ad8232
1.544,1132,912.7580616589353,False,simulated-ad8232
1.548,1132,912.8349969946751,False,simulated-ad8232
1.552,1135,915.4291068021868,False,simulated-ad8232
1.556,1126,907.620001467302,False,simulated-ad8232
1.56,1134,914.3442610923643,False,simulated-ad8232
1.564,1125,906.633114671691,False,simulated-ad8232
1.568,1127,908.2093683976873,False,simulated-ad8232
1.572,1134,914.5706758283428,False,simulated-ad8232
1.576,1133,913.0664381519206,False,simulated-ad8232
1.58,1128,909.7758421085692,False,simulated-ad8232
1.584,1123,904.9930099843408,False,simulated-ad8232
1.588,1131,912.0026453529102,False,simulated-ad8232
1.592,1125,907.2686611915374,False,simulated-ad8232
1.596,1124,906.3075769578137,False,simulated-ad8232
1.6,1127,908.3362585577171,False,simulated-ad8232
1.604,1135,915.1610051148605,False,simulated-ad8232
1.608,1135,915.0451084384433,False,simulated-ad8232
1.612,1175,947.0843530197266,False,simulated-ad8232
1.616,1227,988.8415264736352,False,simulated-ad8232
1.62,1304,1051.119940963409,False,simulated-ad8232
1.624,1408,1135.037098819076,False,simulated-ad8232
1.6280000000000001,1486,1197.8785730423685,False,simulated-ad8232
1.6320000000000001,1510,1217.167260677531,False,simulated-ad8232
1.6360000000000001,1475,1189.1848588890225,False,simulated-ad8232
1.6400000000000001,1399,1128.1623796816648,False,simulated-ad8232
1.6440000000000001,1293,1042.023528012431,False,simulated-ad8232
1.6480000000000001,1219,982.8869258802458,False,simulated-ad8232
1.6520000000000001,1167,940.8312335169375,False,simulated-ad8232
1.6560000000000001,1145,922.713024084144,False,simulated-ad8232
1.6600000000000001,1134,914.5759131365282,False,simulated-ad8232
1.6640000000000001,1130,910.9378359176314,False,simulated-ad8232
1.668,1134,914.5662974416958,False,simulated-ad8232
1.672,1130,910.8689147532272,False,simulated-ad8232
1.676,1127,908.8480648057115,False,simulated-ad8232
1.68,1123,905.5296475337312,False,simulated-ad8232
1.684,1133,913.6350190058158,False,simulated-ad8232
1.688,1133,913.3650369646693,False,simulated-ad8232
1.692,1138,917.7166941665794,False,simulated-ad8232
1.696,1128,909.7662971779898,False,simulated-ad8232
1.7,1134,913.9078701638488,False,simulated-ad8232
1.704,1135,914.8316162475726,False,simulated-ad8232
1.708,1136,916.2023101794749,False,simulated-ad8232
1.712,1139,918.2929717681841,False,simulated-ad8232
1.716,1133,913.277729780457,False,simulated-ad8232
1.72,1148,925.4617067607219,False,simulated-ad8232
1.724,1150,926.8798881676927,False,simulated-ad8232
1.728,1155,930.8966211779788,False,simulated-ad8232
1.732,1163,937.3955383353659,False,simulated-ad8232
1.736,1152,928.9673193629752,False,simulated-ad8232
1.74,1156,931.6805758128016,False,simulated-ad8232
1.744,1157,933.1072430601293,False,simulated-ad8232
1.748,1168,941.6861263572786,False,simulated-ad8232
1.752,1150,927.4201547364183,False,simulated-ad8232
1.756,1161,936.2969695851539,False,simulated-ad8232
1.76,1151,928.0953818805588,False,simulated-ad8232
1.764,1145,922.957800266245,False,simulated-ad8232
1.768,1146,924.2763614430302,False,simulated-ad8232
1.772,1148,925.786117893197,False,simulated-ad8232
1.776,1159,934.5379613143004,False,simulated-ad8232
1.78,1148,925.8504724018592,False,simulated-ad8232
1.784,1151,927.7006474817601,False,simulated-ad8232
1.788,1146,923.5648855502344,False,simulated-ad8232
1.792,1154,930.6719656757331,False,simulated-ad8232
1.796,1146,924.2879282417975,False,simulated-ad8232
1.8,1160,934.9278749450976,False,simulated-ad8232
1.804,1150,927.1542866958804,False,simulated-ad8232
1.808,1154,930.0391985368134,False,simulated-ad8232
1.812,1161,936.040740106543,False,simulated-ad8232
1.816,1164,938.5417061311255,False,simulated-ad8232
1.82,1175,947.4265217500442,False,simulated-ad8232
1.824,1173,945.8258586264249,False,simulated-ad8232
1.828,1171,944.3922106447036,False,simulated-ad8232
1.832,1180,951.0486885235782,False,simulated-ad8232
1.836,1185,955.1712394768015,False,simulated-ad8232
1.84,1196,964.5551979650677,False,simulated-ad8232
1.844,1200,967.3148412394983,False,simulated-ad8232
1.848,1202,969.2693570110084,False,simulated-ad8232
1.852,1212,976.9467616334418,False,simulated-ad8232
1.856,1209,974.7446056211812,False,simulated-ad8232
1.86,1215,979.292974688664,False,simulated-ad8232
1.864,1219,983.0575133165347,False,simulated-ad8232
1.868,1228,990.3995231897246,False,simulated-ad8232
1.872,1222,985.2517543834637,False,simulated-ad8232
1.8760000000000001,1222,984.9737933422421,False,simulated-ad8232
1.8800000000000001,1218,982.2775428954866,False,simulated-ad8232
1.8840000000000001,1226,988.6388304472948,False,simulated-ad8232
1.8880000000000001,1218,982.340934841003,False,simulated-ad8232
1.8920000000000001,1221,984.2553696561379,False,simulated-ad8232
1.8960000000000001,1207,972.899080081482,False,simulated-ad8232
1.9000000000000001,1218,981.7952160332314,False,simulated-ad8232
1.9040000000000001,1202,968.9704820436942,False,simulated-ad8232
1.9080000000000001,1200,967.4980867399582,False,simulated-ad8232
1.9120000000000001,1204,970.8641890910613,False,simulated-ad8232
1.9160000000000001,1187,957.1095275687032,False,simulated-ad8232
1.92,1188,957.8236711448526,False,simulated-ad8232
1.924,1183,954.087401446963,False,simulated-ad8232
1.928,1173,945.4727292384745,False,simulated-ad8232
1.932,1179,950.6086131390134,False,simulated-ad8232
1.936,1175,947.152278035682,False,simulated-ad8232
1.94,1153,929.3887898102524,False,simulated-ad8232
1.944,1151,927.8326450309193,False,simulated-ad8232
1.948,1158,933.4775528843478,False,simulated-ad8232
1.952,1144,921.9290007523289,False,simulated-ad8232
1.956,1145,922.7723336134738,False,simulated-ad8232
1.96,1144,922.3210794382948,False,simulated-ad8232
1.964,1144,922.3305148348602,False,simulated-ad8232
1.968,1137,916.7030439750972,False,simulated-ad8232
1.972,1137,916.2666518421563,False,simulated-ad8232
1.976,1130,911.3062495382584,False,simulated-ad8232
1.98,1139,918.3266379793376,False,simulated-ad8232
1.984,1129,910.1144176052724,False,simulated-ad8232
1.988,1132,912.5652637086367,False,simulated-ad8232
1.992,1127,908.4208563820525,False,simulated-ad8232
1.996,1129,910.2835119634266,False,simulated-ad8232
2.0,1127,908.6868901160556,False,simulated-ad8232
2.004,1127,908.3040305210415,False,simulated-ad8232
2.008,1122,904.5704919351887,False,simulated-ad8232
2.012,1131,911.54663744079,False,simulated-ad8232
2.016,1133,913.8042841570165,False,simulated-ad8232
2.02,1127,908.9494637884,False,simulated-ad8232
2.024,1130,910.7680877509948,False,simulated-ad8232
2.028,1130,911.078957305204,False,simulated-ad8232
2.032,1130,911.3468598358186,False,simulated-ad8232
2.036,1127,908.7722027285022,False,simulated-ad8232
2.04,1127,908.3435694734893,False,simulated-ad8232
2.044,1130,910.8953036482261,False,simulated-ad8232
2.048,1126,907.6660186316509,False,simulated-ad8232
2.052,1121,903.451346707722,False,simulated-ad8232
2.056,1126,907.4023159629988,False,simulated-ad8232
2.06,1116,899.7157206451559,False,simulated-ad8232
2.064,1125,907.2100421842163,False,simulated-ad8232
2.068,1127,908.8526367759569,False,simulated-ad8232
2.072,1131,912.109410909594,False,simulated-ad8232
2.076,1126,907.737479163638,False,simulated-ad8232
2.08,1130,910.8121431663188,False,simulated-ad8232
2.084,1125,907.0648304877056,False,simulated-ad8232
2.088,1120,902.9405505701287,False,simulated-ad8232
